"user_id","average_useful","total_useful","extreme_ratings","extreme_ratings_ratio","average_word_count","fans","average_stars","elite","review_count","compliments"
"b'HFRQTrnkkLdckl7Np6XnBQ'",0.6,3,2,0.4,58,10,3.94,0,148,9
"b'HFmqGsEPOwOR4PLQYSeXUg'",2.5,5,2,1,84,0,1,0,3,0
"b'HG-X00H8WDHOS6Cj6atNJw'",0.2,1,4,0.8,57.2,0,3.09,0,7,5
"b'HGJnbn9mDX3tlhZBOzNTdQ'",0,0,1,1,25,0,3,0,2,0
"b'HGOb5ftNHagy8kGKGubBCg'",2.25,9,0,0,120.75,1,3.67,0,37,15
"b'HGX6tLsc5X8fvSxkaIdEDg'",1.4,7,0,0,34,1,3.29,0,7,0
"b'HGXcUvWiz14_MJdswW-ePw'",4.33333333333333,13,3,1,27.6666666666667,0,3.75,0,4,0
"b'HGZOqUXxjdsMaWWXOQVoDA'",0,0,1,1,240,0,1,0,1,0
"b'HGezFbu5MdE8GjwI2DgG5Q'",1,1,1,1,71,0,3.67,0,3,0
"b'HH1iPVcjb55y34mUmFnDTQ'",0,0,0,0,105,0,4,0,1,1
"b'HH3JdxiL5EymoDYYF8qcWw'",0,0,1,1,63,0,5,0,1,0
"b'HH9iQjm7RGhuTqyI9vJnBQ'",0,0,1,1,99,0,1,0,1,0
"b'HHMmKySyn-6uRuQwPn186g'",1,2,1,0.5,47.5,1,2.5,0,4,0
"b'HHdAnXxkGmVDvpF6Jaunfg'",1,1,1,1,26,0,5,0,2,0
"b'HHt2gPeKEz03fvIqWdfCpQ'",1,1,0,0,177,0,2,0,1,1
"b'HHuS0m-yY8vMjaQHZrz1AQ'",6,12,2,1,32,1,3,0,2,0
"b'HID4QHuJa525ZdBx8sI4KQ'",7,7,1,1,22,0,1,0,1,1
"b'HIDs5R3oyTfhzkb9c9GBCw'",0,0,1,1,53,0,4.2,0,4,0
"b'HIEIYSZJRAjAm4XEeQPvOQ'",2.5,20,4,0.5,71.5,0,3.24,0,33,1
"b'HIF_7093LtoElnWn5wNJbw'",0,0,1,1,109,0,1,0,2,0
"b'HIQxnMTBiPIRtKSeETKPvw'",2,8,1,0.25,251.25,0,3.01,1,69,5
"b'HIYHobjMvzKPqK8zs9VI-Q'",5.5,11,1,0.5,379.5,0,3.33,0,3,0
"b'HIaPx0lX2TjQ9n5v3Y6iDA'",3,3,1,1,316,0,1,0,1,0
"b'HIueHos-2pQLMR_-EbD-Ag'",0,0,1,1,19,0,3.75,0,4,0
"b'HIw0NRk0IRvYPwvrj8fWOQ'",1,1,1,1,108,0,1,0,2,0
"b'HJC2tuVhwpro7XK9aWR8Qg'",0,0,0,0,141,0,2,0,1,0
"b'HJECayULRM-6xh2GCCvLiA'",0.75,3,0,0,54.25,18,3.59,1,338,128
"b'HJJevDq0mD39q3BGk3EZ-A'",0,0,2,0.666666666666667,55.3333333333333,0,1.33,0,3,0
"b'HJLW8oZ2p6YZxwo4w_DYqQ'",0,0,1,1,52,0,1,0,1,0
"b'HJMLNnydeLzS4GEzwMnAhw'",0,0,1,1,38,1,5,0,3,0
"b'HJRDHxxysZo966FyP2Zejg'",0,0,4,0.8,76,0,2.83,0,4,0
"b'HJ_D14RnwsoU8fEjDrmdxw'",0,0,3,0.75,32.25,0,4.25,0,4,0
"b'HJiM2sX7ckc2LfogDCYgKA'",1,1,1,1,260,0,1,0,1,0
"b'HJm8yDfIz1HGEUSyQr8yyg'",0,0,2,0.666666666666667,79.6666666666667,0,4.8,0,5,0
"b'HJvGvIbfQPoXXYmHRWqhXA'",0,0,1,1,69,0,1,0,2,0
"b'HK5VXn1D1rnZz1KyIRb-mw'",2,8,2,0.5,40.25,0,4.56,0,9,4
"b'HK9J_ySTtbSk37PvCRoqJg'",0.5,2,4,1,60.75,0,5,0,9,0
"b'HK9JtQxAkg4lQmOePuu5mw'",0,0,1,1,166,0,1,0,1,0
"b'HKHwBzBJ3PopLJZ1nhFP1w'",0,0,0,0,105,0,2,0,1,0
"b'HKWLWoq6MuYY5ZGZWOILAg'",0,0,1,1,148,0,2.33,0,3,0
"b'HKYIbKKKugSLVOFSkhMCMA'",1.28571428571429,9,3,0.428571428571429,74,0,3.75,0,7,14
"b'HKmIHs00U-RAas2s7ZHFDA'",0,0,1,1,16,0,5,0,1,0
"b'HL3vp_CXk7gBNjnQV6C5OA'",2,2,1,1,31,0,5,0,1,0
"b'HLGyDjdf45oir-AzzxTgWg'",0,0,1,1,50,0,1,0,1,0
"b'HLLEszJbIeT23BnLy9opIg'",0,0,1,1,77,0,3,0,4,0
"b'HLZy5Iun2vQdL1Qjj35iYQ'",5.36842105263158,102,11,0.578947368421053,255.421052631579,56,3.77,1,263,557
"b'HMFhglgD_d7Z5adWL2d40g'",0.5,1,1,0.5,117.5,0,3.5,0,2,0
"b'HMQ1LAoxpWUNR5KlXCFrIw'",0,0,0,0,41,0,4,0,5,0
"b'HMSBjn2EYlM0T5ZjJy_5DA'",0.5,1,2,1,62.5,0,5,0,4,0
"b'HM_1Ibx8zQtW4kwSs9isnw'",1.5,3,2,1,79.5,0,1,0,2,0
"b'HMz9Vp1LR_L9trQpjV7w-Q'",4,4,1,1,76,0,3.13,0,19,1
"b'HN4Ur4gq_1G_bCGrAvIuFg'",0,0,0,0,130,0,2,0,1,0
"b'HNAtCyySeWWC95SSHlS9Hw'",1,1,1,1,377,0,1,0,1,0
"b'HNZsQOOjoaSXiFCxAXq7UQ'",0.333333333333333,1,2,0.666666666666667,54,0,3.2,0,5,1
"b'HNd-Fc4eJRgSJPkQcjIutw'",0,0,1,0.5,107.5,0,3,0,3,0
"b'HNeFSdFvYWJlBcsghHJwxA'",0.25,1,3,0.75,65.25,0,4.75,0,4,0
"b'HNfjrxCxE3zJ-ITMM2TU9w'",0,0,1,1,112,0,2.17,0,6,0
"b'HO1WwCVGINpePpC4eBHQLw'",4,4,1,1,51,0,1.49,0,34,3
"b'HO2vnnJzLhGXydDrBFrncA'",0,0,0,0,91,0,3.71,0,42,0
"b'HOD2S81sOfT7qAYWJp4VRg'",0,0,0,0,28,0,4,0,1,0
"b'HOR6rKCZMkWAXfdCC0EKTA'",0,0,0,0,90,0,4,0,1,0
"b'HORYfQgazSLzkg096Va7rA'",0,0,1,0.333333333333333,83,0,2,0,4,1
"b'HOTHnwVtcO8BM8exDixiDA'",0,0,2,1,102.5,0,1,0,2,0
"b'HOXy8uviQaYA2E-u3MajnA'",1,1,0,0,239,0,2,0,1,1
"b'HOjZ377j9mKTgkcULrdkng'",0.111111111111111,1,8,0.888888888888889,28.3333333333333,0,4.58,0,12,0
"b'HOlagczUsIO-Hgg0sKBgRw'",1,1,0,0,32,0,3.5,0,2,0
"b'HOsv7x2AOrWLqFGFG_g6Lw'",0,0,1,1,40,0,5,0,1,0
"b'HP4nG6LHk9_KCjFWHyCE0Q'",0,0,1,1,21,1,3.95,0,36,2
"b'HP5J5TDNU6Q9eASxlVWGUQ'",0,0,1,1,22,0,5,0,1,0
"b'HPBdd6uxwP4tznOcWoDhQg'",1,1,0,0,74,0,2,0,1,0
"b'HPEavhpZC9JeSsBhFeaxQA'",0,0,1,1,49,0,5,0,1,0
"b'HPPNBMgN9eXORwv_Gtp13A'",0.666666666666667,2,2,0.666666666666667,68.6666666666667,0,4.33,0,3,0
"b'HQGvW11VdM1jFBspnwogTg'",0.333333333333333,1,1,0.333333333333333,134.666666666667,0,2,0,7,0
"b'HQbwG5k1kOCaXS8XqmzM6A'",0,0,1,1,140,0,5,0,3,0
"b'HQkkGshC9Zp8MMu2ctGbpA'",1,1,1,1,28,0,1,0,2,0
"b'HQuoNsnpUU3trPiQZ6W3tQ'",2,2,1,1,212,0,1,0,1,0
"b'HQz6WVd_jX_3CNbMdAhSLw'",0,0,1,0.5,167,0,1.6,0,5,0
"b'HROUq5ks4uMPycTjG4fztw'",0,0,0,0,15,0,4,0,1,0
"b'HReh9WcVvF8Rq4mnJzSTQQ'",2.4,12,2,0.4,61,3,3.55,1,64,32
"b'HRkNjU_nGlUMlCVB2O-paw'",3,18,4,0.666666666666667,57,0,3.89,0,28,4
"b'HS2qbBy7b4Cxi7DOF4-Z7g'",0,0,1,1,74,0,1,0,1,0
"b'HS5ed8fmwQ6da8XRjr0uQQ'",0,0,1,1,31,0,5,0,2,0
"b'HS7ujkHjXIoFAEOga-AxPg'",0,0,0,0,27,0,4,0,1,0
"b'HS8WdfF5nXGh57prRiBOEQ'",3.5,7,2,1,122.5,0,1.5,0,3,0
"b'HSMUou4QtwI1L7S2icBTyQ'",0.5,1,2,1,41,0,5,0,2,2
"b'HSVv_qpQlks7PkzX2igKOg'",1,1,1,1,81,0,3.75,0,4,2
"b'HSpEPOlo8Y2nCgX15VU1vA'",0,0,0,0,153,0,4,0,1,0
"b'HT08dVSm3ClDOdR9nMgf0Q'",0,0,0,0,82,0,3.81,0,14,1
"b'HT1N_W7rMjGUWX7i_rQzNg'",2,2,0,0,105,0,3.67,0,6,0
"b'HT3aBcJxBDYXsXybP8d-XA'",0,0,1,1,16,0,5,0,1,1
"b'HTCLkzncoLRgfMpxC0EVzA'",0,0,0,0,54,0,2,0,1,0
"b'HTEGjmBO-PDchIwpLM3efg'",0,0,2,1,92.5,0,2.6,0,4,0
"b'HTPWHGXxcQeuDzrjMI44Gw'",0,0,0,0,171,0,2.67,0,2,1
"b'HTSnzwRZMRBgdhE3yXtVbg'",3,45,10,0.666666666666667,67.0666666666667,3,2.28,0,30,5
"b'HTw40jnEGn_SoXzvXh5SDA'",2,2,1,1,433,0,1,0,1,1
"b'HU--evlDkLBpfidwwdpKRw'",0,0,2,1,142.5,0,3.95,0,19,3
"b'HU7udUNKntp6Rj_XheXvMA'",1,1,0,0,14,0,3,0,1,0
"b'HU7zyUETzxGZPeuWllsRGA'",2,4,2,1,28.5,0,2,0,3,0
"b'HUAKSRmsJoFaGJ3rZFJhwg'",1,1,0,0,52,0,4,0,1,0
"b'HUOudujckfvefw4oDJTyUw'",2,2,1,1,199,0,3.1,0,7,0
"b'HV-tI-RdTJVngj4yB6jZvg'",0,0,1,1,15,0,5,0,3,0
"b'HVBNP3ObwJKLlVyUEBXdTg'",6.66666666666667,20,1,0.333333333333333,176.333333333333,0,4.33,0,3,4
"b'HVCGrZowCx4gD7BpZX2DeQ'",0,0,3,0.6,78.8,0,3.83,0,6,0
"b'HVRvIyMqtfgR-HLchhM8tA'",0,0,1,1,56,0,1,0,1,0
"b'HVSYwrbrc_76NMFc-eXLUA'",0,0,1,1,248,0,1,0,1,0
"b'HVSgSgT1b72vXzvbQyNH-A'",0,0,1,1,272,0,1,0,1,0
"b'HVZ62lsc_VKKiKKGe-9YXA'",0,0,0,0,45.5,0,2.5,0,2,0
"b'HVfw3xxArPGlEnhH7b0R9w'",0.5,2,4,1,23.5,0,3.09,0,9,0
"b'HVku7aQ4laLmK3nWmOUmuA'",0.666666666666667,2,2,0.666666666666667,49,0,4.6,0,5,2
"b'HVvCn8uvxFyaGiRVrlzg6Q'",0.6,12,4,0.2,203,5,3.82,1,34,46
"b'HVvVU4jXfNfrqp6jdcNq5g'",0,0,1,1,74,0,5,0,2,0
"b'HW4__oGoW2AzWgH8h5bseg'",0.666666666666667,6,2,0.222222222222222,135.888888888889,0,3.52,0,21,0
"b'HWcY_Y0ywn3-fUdDEY4RCg'",0.0769230769230769,1,2,0.153846153846154,70.1538461538462,0,3.37,0,36,1
"b'HWf039XNgFl7nQwy4q12zA'",0,0,1,1,68,0,5,0,1,0
"b'HWmsk403hX2Dw-rkMXD5Uw'",0,0,1,1,33,0,5,0,1,0
"b'HWuYpcQB09TQE8RW1mki8Q'",0.5,1,2,1,64.5,0,5,0,4,0
"b'HX0IbLRzmgqW9jxK0yY7mA'",1,1,1,1,80,0,5,0,2,1
"b'HX1p8hEMFptaQic5kjB4eA'",1,2,1,0.5,47.5,0,4.5,0,2,0
"b'HXBUt6Da6c_sl03hmpBhIw'",0.56,14,15,0.6,71.48,0,4.44,0,47,4
"b'HXQATt6sPp7zl-CC1JD7pw'",0,0,1,0.333333333333333,150.666666666667,0,2.5,0,3,0
"b'HXWl6TkfmHv8KqxHrhilyg'",0.166666666666667,1,6,1,163,0,3.69,0,11,1
"b'HXkhvx_gM__RBWnTcgloSw'",0.5,1,1,0.5,146,0,4,0,3,1
"b'HY9gz1q5U2j6pdb7nCKcXA'",1,1,0,0,70,0,2,0,1,2
"b'HYK7mrVL87D-L-LafB5wJQ'",1,1,1,1,360,0,4.33,0,3,0
"b'HYMZF0uzaw7DAC5KLIM6gw'",1,1,1,1,148,0,1.5,0,6,0
"b'HYU5YiZ85abrMXtEK5cX3g'",6,6,1,1,80,0,3.6,0,5,0
"b'HY_ZPOkmQmnfDuI6hts8hA'",0,0,1,0.5,83,0,4.5,0,2,0
"b'HYlj7H2fU-j85LaXUorelQ'",0,0,1,1,162,0,5,0,2,0
"b'HYzT5aJUIeizLErR7Oa74w'",0,0,1,1,67,0,3.76,0,82,3
"b'HZ8QaM4-4U6_40eAJeLSWA'",2,2,1,1,142,0,2,0,3,0
"b'HZJDq-y3EqAx85irpuQOsA'",2,4,2,1,142,0,1,0,5,0
"b'HZL1GQcMAU3I_ZooBkakkw'",0,0,1,1,56,0,5,0,2,1
"b'HZLvoFTg9ej4O7ZuRlJgew'",7,7,1,1,35,0,3.67,0,3,0
"b'HZXICAg5CY_CejadEUNDqQ'",0,0,1,1,35,0,5,0,1,0
"b'HZfEoQ_G21xbb4n0YO3YOQ'",0,0,1,1,91,0,5,0,2,0
"b'H_1co8I5W-xzb4OvyCZNdQ'",0,0,0,0,20,0,3.71,0,7,0
"b'H_4RIci4Nv9ONH6l0dpRQw'",0,0,1,1,217,0,1.5,0,2,0
"b'H_Bn7NnKSwIF7yMIAg1zWw'",0,0,0,0,27,0,3.93,0,14,0
"b'H_LyJ_6hezjIqWkK18sgAQ'",0,0,0,0,196,0,4.67,0,3,0
"b'H_RqEa1HK8K-YweCwOJkgQ'",0,0,1,1,123,0,3.75,0,4,0
"b'H_afQRiGfya9MbCSRNcsyw'",0,0,1,1,243,0,1,0,1,0
"b'HaE4yLGut92oITaRD01n9A'",6,6,1,1,271,0,5,0,1,0
"b'HaRbjYgIwFUWCXbJxcBxQA'",0,0,2,1,40.5,0,1,0,1,0
"b'HayKiHmrMTBXMFuFMQ5I6w'",0,0,1,1,104,0,5,0,1,0
"b'Hb3n7IfcjEOcepBedVIXKQ'",2,2,1,1,254,0,1,0,1,0
"b'Hb89hBB8aI1C1brCHdXZOw'",1.2,6,5,1,131.2,3,4.5,0,9,3
"b'HbF6mtK-M4fqaL4aH_sjkA'",0,0,1,1,12,0,1,0,1,0
"b'HbG17Nx4bcfjuyXshSpS7A'",0,0,1,1,140,0,1,0,1,0
"b'HbK79FjKFJyqhdOxTdLpug'",0,0,0,0,31.5,0,4,0,3,0
"b'HbOCNMsWbI-OA-9-3t9w-A'",0.5,2,1,0.25,82.75,0,3.86,0,27,12
"b'Hbm34q2AdK2xBCbioMKXxw'",27,27,1,1,582,1,1,0,1,0
"b'HcPXCnEwxB2EU15W5BShAQ'",1,1,0,0,91,0,2,0,1,0
"b'HcVMv6prP4gbxiSnOJc5cA'",0,0,0,0,117,0,4.5,0,2,0
"b'HcaKrNYP6qRmV7miWXBg4Q'",0.642857142857143,36,53,0.946428571428571,35.3035714285714,2,4.71,0,101,14
"b'HcwM0W3IzQUlAAlNtnqq8w'",1,21,5,0.238095238095238,159.904761904762,2,3.82,0,21,3
"b'Hd7ed-x0Jy9xOzbEBO02RQ'",1,1,1,1,106,0,3.91,0,23,2
"b'HdGGTrBIvt0t_R8p0lS3Ng'",0.166666666666667,2,4,0.333333333333333,100.916666666667,0,2.86,0,13,1
"b'HdQH0dtz5yFAG34zd0FgqA'",7,7,1,1,95,0,3.27,0,11,2
"b'HdXRmTmLmcJHz_0QU6UU4A'",0.25,1,2,0.5,20,0,4,0,4,2
"b'HddLem81GiQ_fPzmcsnuzw'",1.2,12,7,0.7,90.5,1,4.12,0,25,15
"b'Hdo3M7c2O5nPxDNu5agJ7g'",0,0,1,1,136,0,3.86,0,6,1
"b'He9JSYh9NEa92YHLLcsYEA'",36,36,1,1,77,0,1,0,1,1
"b'HeTdHSwe7_n_RKKt9Vg-YA'",0.666666666666667,2,1,0.333333333333333,130.333333333333,0,3.1,0,10,0
"b'Heb0KDvTXsvtPvN9W8DiBw'",0,0,1,1,66,0,5,0,2,0
"b'Hei9a0KFGuCssqEH-mIhbQ'",0,0,1,1,24,0,3.33,0,3,0
"b'HewvatfzXVJmDWbKPCCuqQ'",0,0,0,0,94,0,4.67,0,15,0
"b'Hf4KP_ixR2FpaZF63aAWPw'",0,0,1,1,206,0,1,0,1,0
"b'HfBGTaAPs7honbjKOHrcww'",1.2,6,4,0.8,52.2,0,3.5,0,6,0
"b'HfFlSJxVomtSMG0gQsdOgw'",0.5,1,0,0,63.5,0,3.8,0,5,0
"b'HfJRemcydhJt03LKH-csqw'",0,0,1,1,64,0,1,0,1,0
"b'HfXrkuAsxz4Km2m2X1WsiQ'",2,6,3,1,26.3333333333333,0,5,0,4,0
"b'Hfkxd3o7stzOeUj_rUNnIQ'",1,1,0,0,73,0,4,0,2,0
"b'HfyEmtXFc_-Gmdcy2ybpCA'",0,0,1,1,278,0,3,0,2,0
"b'Hg-XAfgMBX9SqK_JJyo0DQ'",0.606060606060606,40,34,0.515151515151515,141.969696969697,3,4.1,1,116,61
"b'Hg3YxJ4OD1Zfibj8tUZa2Q'",0,0,3,1,179.666666666667,0,1,0,3,0
"b'HgIm0vUB7QhV5xolyF1ZAw'",0,0,1,1,118,1,5,0,1,0
"b'Hgnfcmov8LgDU3HwCwBBjA'",0,0,0,0,109,0,4,0,1,0
"b'HgnlWnUv8EUNDTWDoUIrCQ'",0,0,1,0.333333333333333,37.6666666666667,0,3,0,3,0
"b'Hh4z0AC87A31KTN8czg2nw'",0,0,1,1,161,0,3,0,2,0
"b'Hh81LjjzygR82SNNtCUZfQ'",0,0,1,1,73,0,1,0,1,0
"b'HhA34mTbfGWzbG8hNHvzqA'",0,0,2,1,138,0,3.58,0,10,1
"b'HhEtrZSpX6HF9ECKggmdag'",0,0,1,1,42,0,4,0,3,0
"b'HhJl-9gTUNiP2xYx5alkXQ'",0.833333333333333,5,0,0,98.3333333333333,0,3.33,0,6,2
"b'HhKh7hoiLfTrukNqWMfSpA'",2,2,1,1,19,0,5,0,1,0
"b'HhfBWm4-S6xylHRn7APQAw'",0,0,1,1,26,0,4.67,0,3,0
"b'Hhor6Z7h8hIMrhsPgaqjXw'",0,0,1,1,33,0,5,0,1,0
"b'HhyAVj0wB982QqZxZmGFpQ'",0,0,0,0,78,5,4.39,1,63,39
"b'Hi10sGSZNxQH3NLyWSZ1oA'",13,13,0,0,57,3493,3.77,1,17473,35064
"b'Hi379Y1aKf-Fohn2YNzDDg'",2,2,1,1,91,0,5,0,1,0
"b'HiAuZmwGtDS6nGvxa2eZgg'",0,0,1,1,104,0,1,0,1,0
"b'HiCXgTb47mY8xM-oGMDbUw'",2,2,1,1,293,0,2.38,0,1,0
"b'Hiat4cozTDhYsSmQVOAZAQ'",0,0,6,0.666666666666667,28.2222222222222,0,3.21,0,14,1
"b'HijplOzP5IXTJ_vBKwdwUw'",0,0,1,1,16,0,1,0,3,0
"b'HjKKoVbQS4YRZh_Ei00Bkg'",0,0,1,0.5,40,0,3.5,0,2,0
"b'Hjw72yBMbzhUKa10w-VhPA'",0,0,0,0,86,0,3.67,0,3,0
"b'Hjxt86vijjS78LPgPOhoOA'",1,1,0,0,380,0,4,0,1,0
"b'HkDPY6TclqGMspGFH-GIaQ'",0,0,0,0,95,0,4.5,0,2,0
"b'HkJ1p-QlRx6FJztgjr4Vnw'",0.2,3,3,0.2,157.466666666667,3,3.78,1,144,17
"b'HkaPuTjnR8bONMJvdWGvVQ'",0.5,1,2,1,96.5,0,3.67,0,3,0
"b'Hl5pWuK0IOsn8Ql6znoThQ'",0,0,1,1,50,0,1,0,1,0
"b'HlMyta0a_bixYbjAI_ABZQ'",0,0,1,1,159,0,3,0,2,1
"b'HlbaSQQD0ob0rSioyA6qJA'",0,0,1,1,393,0,1,0,1,0
"b'Hlp6SMTd5U_9nI_GhBTMiA'",1,2,2,1,69,0,1,0,3,0
"b'HlvjNieRrafPtB8GcdbUFw'",0,0,1,1,40,0,5,0,1,0
"b'HmhC8FcG-O7zHM4G6KT64w'",0,0,1,1,261,0,2.33,0,2,0
"b'HmtCbk_tfMWH_paUAdjuPw'",1,2,2,1,29,0,2.8,0,60,1
"b'Hmx52x9xsFS4-M7q4MX1mA'",0.333333333333333,4,5,0.416666666666667,151.5,3,4.22,1,84,6
"b'HmyAy6QZNMFSRBxYh34H-Q'",0.5,1,2,1,36.5,0,1,0,2,0
"b'HnGADKuZhC1bFv_Z02DcoQ'",1,1,1,1,119,0,5,0,1,0
"b'HnHy89T_t9vVqxH1wblZaQ'",4,4,1,1,130,0,1.8,0,5,1
"b'HnV9hSFH61ZlXKTj7MK2xA'",0,0,0,0,228,0,2,0,1,0
"b'Ho2rFN_M9OFSVuUj4_Gz2w'",1,6,1,0.166666666666667,56.3333333333333,0,3.29,0,6,0
"b'Ho3_gU9pZSsFxKHAQO3NOg'",0.4,2,1,0.2,70.4,0,4.1,0,21,0
"b'HoJPwh1vLB2jmbn46u4UnQ'",0.666666666666667,2,1,0.333333333333333,28.6666666666667,0,4.25,0,3,0
"b'HoOQXUceGUMTjx9KjZBEGw'",3.2,16,3,0.6,52.6,0,2.11,0,9,1
"b'HoSHW9ADpK_ai2Bxs6F6wQ'",0.333333333333333,1,2,0.666666666666667,74,0,1.4,0,5,0
"b'HocASp6j6dZQirY_pN8HTA'",1,1,1,1,58,0,5,0,1,0
"b'HocjWnxE9xzYFzyDiFsp4w'",2,2,0,0,48,0,4.3,0,10,0
"b'Hojt5carJWNAd1gLGrRJ8Q'",2,2,1,1,48,0,1,0,1,0
"b'Honl1oqERGWHLqdZ2sEEbQ'",9,9,1,1,143,0,1.8,0,5,0
"b'HpDFWnX-56Dpgmsw4ddohA'",1.4578313253012,121,17,0.204819277108434,89.3132530120482,3,3.71,0,147,17
"b'HpKzby7OpcnTxf3dPRDufQ'",0,0,2,1,69,1,4.47,1,53,15
"b'HpMcQ3nXg7KhugXNj8A3zA'",1,2,1,0.5,47.5,1,4.35,0,22,0
"b'Hprxt1x2u83bKJPYCrGsbQ'",1,1,0,0,36,2,3.7,1,95,3
"b'HpuTSKKxY-7S8-ycWuI7rw'",0,0,0,0,10,3,4.25,0,104,1
"b'Hq97Cn8kPAFgZiWgNNGTnQ'",0,0,0,0,104,0,4,0,1,0
"b'HqAKhMOJP69DU7NZ6ZFgoA'",2.33333333333333,7,1,0.333333333333333,110.666666666667,2,2.8,0,5,3
"b'Hqi2L4h_F1RgUwawfWI5Sw'",0,0,0,0,334,2,3.13,1,54,7
"b'HqiUFNVpfl4GBc8Dnz1LMg'",0,0,1,1,27,0,4.42,0,12,0
"b'HqoZ2LMZyLthmCSZgR-zBQ'",0,0,0,0,52.5,0,3.67,0,3,0
"b'HrjHJGInGoxqGuyI5N1LAg'",20.6,103,3,0.6,428.6,0,3.88,0,7,7
"b'HrvUXy5GDbOFM2Rw-5qEBQ'",1,1,1,1,100,0,5,0,1,0
"b'HsCOEqaCVfkyg0Ffkw4d-g'",0,0,1,0.5,86.5,0,1.5,0,2,0
"b'HsIlTFfCTBlbHsjQwYBMUQ'",0,0,1,1,141,0,1,0,1,0
"b'Ht11oGt2QFs31Up4mjiodA'",0.0869565217391304,2,8,0.347826086956522,38.2173913043478,0,4.11,0,27,2
"b'Ht3UAiXizUi-pfe6a9ih7Q'",2,2,1,1,63,0,5,0,1,0
"b'Hu-uq9jjqaSmo9VF2xwmtQ'",0.909090909090909,10,1,0.0909090909090909,134.727272727273,0,3.9,0,40,4
"b'HuB6-5n480bnhtV6SHGUgQ'",2.2112676056338,157,23,0.323943661971831,184.802816901408,13,3.59,1,403,86
"b'HuDtJRe6qrcA-ohnsB7e7Q'",2,6,3,1,196,0,3.67,0,3,0
"b'HuJQdl1npnVBn-msQduX9Q'",0.857142857142857,6,5,0.714285714285714,63,0,4.57,0,7,2
"b'HuLMfDYuMckiuUM0QMUADw'",2,2,0,0,76,0,3,0,1,0
"b'HuP8H312l4t_qoGSVLXBew'",0,0,0,0,110,0,3,0,1,0
"b'HuSInXNnLZ7nj_vtPYHjPw'",1.77777777777778,16,4,0.444444444444444,74.8888888888889,0,3,0,9,8
"b'HuThx8OD6FPXm7lLqI-Aew'",0,0,1,1,127,0,3,0,2,0
"b'HulWNnBYF9kLzEIusV5ncw'",0,0,1,1,35,0,5,0,1,0
"b'Hup5XXUfPnWhI3ckzAVjyw'",0,0,1,1,103,0,1,0,1,0
"b'HusWhEKEQqwh0_ohe_ddRA'",0,0,0,0,48,0,2,0,1,0
"b'HuxOD9qIjeIVLMJ5dokApg'",0.5,2,3,0.75,90.25,0,3.25,0,4,0
"b'HuyaMDw64M1XQBBbPyFn3w'",0,0,0,0,137,0,2,0,1,1
"b'HvC7DbM7LQq7TzSwQ6ESEQ'",1,1,0,0,232,0,3.17,0,6,1
"b'HvDCufCMIHnWd5cPhKePoQ'",2.5,5,2,1,754,0,1,0,2,0
"b'HvDe9YMla-rFD3lEwXR_Ow'",0,0,1,0.25,75.5,0,3.74,0,29,0
"b'HvSXaJguTWpOUpq1LkI-yw'",0,0,1,1,77,0,2.33,0,3,0
"b'HvTavuKrCv8x59LeECIjRw'",1,1,1,1,70,0,3.09,0,10,0
"b'HvgVNkqo6i2uHKOaSO_g2A'",3.5,7,1,0.5,172.5,0,1.5,0,14,0
"b'HvmsC6yP_ECuKFAyMIDUoQ'",0,0,2,0.5,43.5,0,3.75,0,8,0
"b'Hvqm4PvsM6VtXSmsSgjvww'",2.16666666666667,13,4,0.666666666666667,139.166666666667,3,4.67,0,6,4
"b'Hw3XsxffjTJkTi9m5lBqaQ'",0,0,0,0,75,0,2,0,1,0
"b'Hw8rlsr7hA9GyAxaHoTMwA'",0,0,1,0.333333333333333,88.3333333333333,0,3,0,3,0
"b'HwCXwLvM73tPCJ9hTaKTpA'",1,1,1,1,100,0,5,0,5,1
"b'HwN0yLbd8sASv7rp3vCeZQ'",1,1,1,1,72,0,1.67,0,3,0
"b'HwivtNRhcQOIT1UEv_8-SA'",0.5,1,2,1,20.5,0,3.6,0,18,0
"b'HxHPfZ1zM5dpICORCXwzmw'",4,4,1,1,89,0,4.25,0,4,0
"b'HxaXAQlut0B43l_gD_8yCw'",4.66666666666667,70,8,0.533333333333333,81.4666666666667,2,4,0,50,10
"b'HxfX5E9A3Gu6lFHXpUA1KQ'",0,0,1,1,77,0,3,0,2,0
"b'HxpeyG_pC7TF213XSprw2g'",2.25,9,2,0.5,81,0,3.8,0,5,4
"b'Hy8I2D-z5L6D2owWVZPlNw'",1,1,1,1,61,0,1,0,1,0
"b'Hy9yeGavzbnKG2wqR8GU8w'",0.333333333333333,1,3,1,96.6666666666667,0,3.75,0,4,0
"b'HySO0-02xkt5UzMyEJNXwA'",0,0,1,1,46,0,5,0,1,0
"b'HyjMh716UJWD7iNx9UnPWw'",0.4,2,3,0.6,110.4,1,3.71,1,152,12
"b'Hyu9_466PBCDM46UGW9_PQ'",0.333333333333333,1,1,0.333333333333333,40,0,3.94,0,15,0
"b'Hz1ZBpRVmZ1bxFyd9m4WbA'",0,0,2,1,120.5,0,1,0,1,0
"b'HzLDKZSPK4_IB2LiTQtBew'",1,1,1,1,64,0,3.13,0,8,0
"b'HzLzUk0uYVH6Rc1a_VQu6Q'",0,0,0,0,33,0,3.2,0,10,0
